BOLZANO BOZEN;02026;830002026
LAIVES  LEIFERS;02029;830002029
BRONZOLO BRANZOLL;02030;830002030
ORA AUER;02031;830002031
EGNA-TERMENO NEUMARKT-TRAMIN;02032;830002032
MAGRE'-CORTACCIA MARGREID-KURTATSCH;02033;830002033
SALORNO SALURN;02034;830002034
MEZZOCORONA;02035;830002035
RONCAFORT;02036;830002036
LAVIS;02037;830002037
TRENTO;02038;830002038
ROVERETO;02044;830002044
MORI;02046;830002046
SERRAVALLE ALL'ADIGE;02048;830002048
ALA;02049;830002049
AVIO;02050;830002050
BORGHETTO SULL'ADIGE;02051;830002051
PERI;02052;830002052
DOLCE;02053;830002053
DOMEGLIARA-S. AMBROGIO;02055;830002055
PONTE S. MARCO-CALCINATO;02082;830002082
LONATO;02083;830002083
DESENZANO DEL GARDA-SIRMIONE;02084;830002084
PESCHIERA DEL GARDA;02088;830002088
CASTELNUOVO DEL GARDA;02093;830002093
RIO DI PUSTERIA;02102;830002102
VANDOIES VINTL;02103;830002103
CASTELDARNE EHRENBURG;02105;830002105
BRUNICO BRUNECK;02107;830002107
PRATO ALLA DRAVA WINNBACH;02108;830002108
VALDAORA-ANTERSELVA OLANG-ANTHOLZ;02110;830002110
MONGUELFO-CASIES WELSBERG-GSIES;02111;830002111
VILLABASSA BRAIES/NIEDERDORF PRAGS;02112;830002112
DOBBIACO TOBLACH;02113;830002113
S. CANDIDO INNICHEN;02114;830002114
VERSCIACO ELMO/VIERSCHACH HELM;02115;830002115
SCHIO;02140;830002140
ANCONETTA;02141;830002141
MARANO VICENTINO;02142;830002142
THIENE;02143;830002143
VILLAVERLA-MONTECCHIO;02145;830002145
DUEVILLE;02146;830002146
CAVAZZALE;02147;830002147
MALLES VENOSTA MALS;02200;830002200
SLUDERNO-GLORENZA SCHLUDERNS-GLURNS;02201;830002201
SPONDIGNA/SPONDINIG;02202;830002202
ORIS EYRS;02203;830002203
LASA LAAS;02204;830002204
SILANDRO SCHLANDERS;02205;830002205
COLDRANO-MARTELLO GOLDRAIN-MARTELL;02206;830002206
LACES LATSCH;02207;830002207
CASTELBELLO KASTELBELL;02208;830002208
CIARDES TSCHARS;02209;830002209
NATURNO NATURNS;02211;830002211
